TimeSeries ID,t_0_value_used_bytes_sum_div_scale resource.namespace_name=kube-system,t_0_value_used_bytes_sum_div_scale resource.namespace_name=gmp-system,t_0_value_used_bytes_sum_div_scale resource.namespace_name=akoflow
resource.namespace_name,kube-system,gmp-system,akoflow
Thu May 09 2024 21:01:00 GMT-0300 (Horário Padrão de Brasília),36.53632608323427,117.05210434782609,undefined
Thu May 09 2024 21:02:00 GMT-0300 (Horário Padrão de Brasília),36.80262469092313,118.79735652173913,undefined
Thu May 09 2024 21:03:00 GMT-0300 (Horário Padrão de Brasília),36.76334761014306,115.82775652173913,undefined
Thu May 09 2024 21:04:00 GMT-0300 (Horário Padrão de Brasília),38.32853927922875,116.35756521739131,undefined
Thu May 09 2024 21:05:00 GMT-0300 (Horário Padrão de Brasília),37.93537570062027,114.91951304347828,102.8466288248698
Thu May 09 2024 21:06:00 GMT-0300 (Horário Padrão de Brasília),37.79515652223543,115.65412173913043,103.63972981770833
Thu May 09 2024 21:07:00 GMT-0300 (Horário Padrão de Brasília),37.946766054046485,114.22942608695652,104.45770263671874
Thu May 09 2024 21:08:00 GMT-0300 (Horário Padrão de Brasília),37.67614696747182,114.67909565217391,105.12496948242188
Thu May 09 2024 21:09:00 GMT-0300 (Horário Padrão de Brasília),37.615660263070524,117.83568695652174,105.85174560546875
Thu May 09 2024 21:10:00 GMT-0300 (Horário Padrão de Brasília),38.127047854827,118.22302608695652,106.60888671875
Thu May 09 2024 21:11:00 GMT-0300 (Horário Padrão de Brasília),37.73192042217952,118.4055652173913,107.22320556640625
Thu May 09 2024 21:12:00 GMT-0300 (Horário Padrão de Brasília),37.46562181449066,119.22921739130435,107.9352315266927
Thu May 09 2024 21:13:00 GMT-0300 (Horário Padrão de Brasília),37.55949403755503,117.0031304347826,108.58133951822917
Thu May 09 2024 21:14:00 GMT-0300 (Horário Padrão de Brasília),37.55949403755503,117.0031304347826,108.58133951822917
Thu May 09 2024 21:15:00 GMT-0300 (Horário Padrão de Brasília),39.75194068669839,113.0273391304348,57.11336135864258
Thu May 09 2024 21:16:00 GMT-0300 (Horário Padrão de Brasília),38.713061900065604,114.88389565217392,93.18389892578125
Thu May 09 2024 21:17:00 GMT-0300 (Horário Padrão de Brasília),40.32577883689517,114.46539130434783,74.17416572570801
Thu May 09 2024 21:18:00 GMT-0300 (Horário Padrão de Brasília),39.246051886251124,116.48222608695653,80.16220092773438
Thu May 09 2024 21:19:00 GMT-0300 (Horário Padrão de Brasília),39.161213391766175,118.16514782608695,61.654250686233105
Thu May 09 2024 21:20:00 GMT-0300 (Horário Padrão de Brasília),39.40433852179479,116.78942608695652,58.74567276392227
Thu May 09 2024 21:21:00 GMT-0300 (Horário Padrão de Brasília),39.716198543188526,117.53293913043478,55.41160220191592
Thu May 09 2024 21:22:00 GMT-0300 (Horário Padrão de Brasília),39.59561790519372,118.28090434782608,59.886286808894226
Thu May 09 2024 21:23:00 GMT-0300 (Horário Padrão de Brasília),40.00135014965181,117.09217391304347,67.61788504464286
Thu May 09 2024 21:24:00 GMT-0300 (Horário Padrão de Brasília),40.00802725338443,116.94525217391305,79.4464111328125
Thu May 09 2024 21:25:00 GMT-0300 (Horário Padrão de Brasília),40.00802725338443,116.94525217391305,107.61143077503552
Thu May 09 2024 21:26:00 GMT-0300 (Horário Padrão de Brasília),39.79868041282666,118.18295652173913,32.70396182411595
Thu May 09 2024 21:27:00 GMT-0300 (Horário Padrão de Brasília),40.0500537298191,119.17579130434784,25.068232698260612
Thu May 09 2024 21:28:00 GMT-0300 (Horário Padrão de Brasília),39.344244588201285,119.9193043478261,16.449704377547555
Thu May 09 2024 21:29:00 GMT-0300 (Horário Padrão de Brasília),39.25940609371634,114.66128695652174,21.73147490530303
