TimeSeries ID,value_request_cores_sum resource.namespace_name=kube-system,value_request_cores_sum resource.namespace_name=gmp-system,value_request_cores_sum resource.namespace_name=akoflow
resource.namespace_name,kube-system,gmp-system,akoflow
Fri May 10 2024 00:04:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 00:05:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 00:06:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:07:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:08:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:09:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:10:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:11:00 GMT-0300 (Horário Padrão de Brasília),0.64,0.010000000000000002,15
Fri May 10 2024 00:12:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:13:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:14:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:15:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:16:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:17:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:18:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:19:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:20:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:21:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:22:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,11
Fri May 10 2024 00:23:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:24:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:25:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:26:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:27:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:28:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:29:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:30:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:31:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:32:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:33:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:34:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:35:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,11
Fri May 10 2024 00:36:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:37:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:38:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,13
Fri May 10 2024 00:39:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,11
Fri May 10 2024 00:40:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:41:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:42:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:43:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,13
Fri May 10 2024 00:44:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:45:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,14
Fri May 10 2024 00:46:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,12
Fri May 10 2024 00:47:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,11
Fri May 10 2024 00:48:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,3
Fri May 10 2024 00:49:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,6
Fri May 10 2024 00:50:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 00:51:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 00:52:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,2
Fri May 10 2024 00:53:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,2
Fri May 10 2024 00:54:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 00:55:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,3
Fri May 10 2024 00:56:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:57:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 00:58:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,4
Fri May 10 2024 00:59:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 01:00:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 01:01:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 01:02:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,6
Fri May 10 2024 01:03:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 01:04:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 01:05:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,15
Fri May 10 2024 01:06:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,10
Fri May 10 2024 01:07:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 01:08:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 01:09:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,3
Fri May 10 2024 01:10:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,3
Fri May 10 2024 01:11:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,3
Fri May 10 2024 01:12:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,2
Fri May 10 2024 01:13:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,1
Fri May 10 2024 01:14:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:15:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:16:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:17:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:18:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:19:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:20:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
Fri May 10 2024 01:21:00 GMT-0300 (Horário Padrão de Brasília),0.6900000000000001,0.010000000000000002,0
