TimeSeries ID,value_core_usage_time_aggregate resource.namespace_name=kube-system,value_core_usage_time_aggregate resource.namespace_name=gmp-system,value_core_usage_time_aggregate resource.namespace_name=akoflow
resource.namespace_name,kube-system,gmp-system,akoflow
Fri May 10 2024 00:04:00 GMT-0300 (Horário Padrão de Brasília),0.02722628943365378,0.007833592174626517,0.009467177802201014
Fri May 10 2024 00:05:00 GMT-0300 (Horário Padrão de Brasília),0.084801606985625,0.008166993058218018,4.691135423592768
Fri May 10 2024 00:06:00 GMT-0300 (Horário Padrão de Brasília),0.06927458381855044,0.00649865454842008,15.209650440610325
Fri May 10 2024 00:07:00 GMT-0300 (Horário Padrão de Brasília),0.06133259069431203,0.004798635823946487,15.85800837673903
Fri May 10 2024 00:08:00 GMT-0300 (Horário Padrão de Brasília),0.06802228474647794,0.005616330374215131,15.312436836434836
Fri May 10 2024 00:09:00 GMT-0300 (Horário Padrão de Brasília),0.06963853849026895,0.004933202796283253,15.659888019387159
Fri May 10 2024 00:10:00 GMT-0300 (Horário Padrão de Brasília),0.07556454355483297,0.005574970643020487,15.322901235016404
Fri May 10 2024 00:11:00 GMT-0300 (Horário Padrão de Brasília),0.06417989192864215,0.0057775771513466695,14.996992390830744
Fri May 10 2024 00:12:00 GMT-0300 (Horário Padrão de Brasília),0.06942669564660972,0.0073829459182604045,15.247108188987825
Fri May 10 2024 00:13:00 GMT-0300 (Horário Padrão de Brasília),0.05811158541391029,0.00493325287485196,15.218659851911296
Fri May 10 2024 00:14:00 GMT-0300 (Horário Padrão de Brasília),0.09764994931398038,0.016945100932785315,1.8103862154104091
Fri May 10 2024 00:15:00 GMT-0300 (Horário Padrão de Brasília),0.13942510662439073,0.01800628032331391,9.705483315600068
Fri May 10 2024 00:16:00 GMT-0300 (Horário Padrão de Brasília),0.14643405489982653,0.02595042436781476,12.491414179710937
Fri May 10 2024 00:17:00 GMT-0300 (Horário Padrão de Brasília),0.14408074145308128,0.01630997404135621,11.860377916658974
Fri May 10 2024 00:18:00 GMT-0300 (Horário Padrão de Brasília),0.14496510714265048,0.018342010070912816,12.334007840158769
Fri May 10 2024 00:19:00 GMT-0300 (Horário Padrão de Brasília),0.13080770717892617,0.009814228344627907,10.864590250454723
Fri May 10 2024 00:20:00 GMT-0300 (Horário Padrão de Brasília),0.21039813804255053,0.02389885788045055,4.12719373704627
Fri May 10 2024 00:21:00 GMT-0300 (Horário Padrão de Brasília),0.27737815065477267,0.03903883613721998,5.566382259285611
Fri May 10 2024 00:22:00 GMT-0300 (Horário Padrão de Brasília),0.2774827247780767,0.042863726250042124,6.070556517184647
Fri May 10 2024 00:23:00 GMT-0300 (Horário Padrão de Brasília),0.24405270712115112,0.024493610744995606,6.074206546330834
Fri May 10 2024 00:24:00 GMT-0300 (Horário Padrão de Brasília),0.2506716320554146,0.030751728621735676,7.635844764395509
Fri May 10 2024 00:25:00 GMT-0300 (Horário Padrão de Brasília),0.27636659036602584,0.029729917553708695,6.80212528531
Fri May 10 2024 00:26:00 GMT-0300 (Horário Padrão de Brasília),0.21723322289520408,0.03547555926900371,8.17177031094574
Fri May 10 2024 00:27:00 GMT-0300 (Horário Padrão de Brasília),0.20946422396708358,0.01591682903982185,8.391923371110638
Fri May 10 2024 00:28:00 GMT-0300 (Horário Padrão de Brasília),0.274145387496999,0.023197864966649728,8.643309889783616
Fri May 10 2024 00:29:00 GMT-0300 (Horário Padrão de Brasília),0.2153664219256755,0.016783621699124167,10.928110401913235
Fri May 10 2024 00:30:00 GMT-0300 (Horário Padrão de Brasília),0.12431748949787577,0.00610993157721429,11.806658949155947
Fri May 10 2024 00:31:00 GMT-0300 (Horário Padrão de Brasília),0.15884261303989866,0.011130921425766509,12.514201156394035
Fri May 10 2024 00:32:00 GMT-0300 (Horário Padrão de Brasília),0.12076096043627593,0.016004665212063826,13.445018240822506
Fri May 10 2024 00:33:00 GMT-0300 (Horário Padrão de Brasília),0.1573419098472188,0.0077918762657302205,12.713522049467796
Fri May 10 2024 00:34:00 GMT-0300 (Horário Padrão de Brasília),0.16634014364461885,0.018455369846686817,8.973594196932218
Fri May 10 2024 00:35:00 GMT-0300 (Horário Padrão de Brasília),0.24968696724759454,0.02518046900212937,6.277352988085772
Fri May 10 2024 00:36:00 GMT-0300 (Horário Padrão de Brasília),0.292230128989666,0.07143173958946483,4.920489515429902
Fri May 10 2024 00:37:00 GMT-0300 (Horário Padrão de Brasília),0.3726102257502907,0.032823080844342566,4.4176114264595645
Fri May 10 2024 00:38:00 GMT-0300 (Horário Padrão de Brasília),0.4018921112028795,0.04270768684720051,1.1013155139459858
Fri May 10 2024 00:39:00 GMT-0300 (Horário Padrão de Brasília),0.2763452065409372,0.034522809710907626,1.6494404764462351
Fri May 10 2024 00:40:00 GMT-0300 (Horário Padrão de Brasília),0.34527076754212854,0.03581468142795101,0.888613365771025
Fri May 10 2024 00:41:00 GMT-0300 (Horário Padrão de Brasília),0.5004818379714492,0.07334529873168061,1.6808076911743879
Fri May 10 2024 00:42:00 GMT-0300 (Horário Padrão de Brasília),0.47332595791661625,0.09173214232222682,1.5512256864160352
