TimeSeries ID,t_0_value_request_bytes_sum_sub resource.namespace_name=kube-system,t_0_value_request_bytes_sum_sub resource.namespace_name=gmp-system,t_0_value_request_bytes_sum_sub resource.namespace_name=akoflow
Fri May 10 2024 00:38:00 GMT-0300 (Horário Padrão de Brasília),665024128,-12726528,4128935936
Fri May 10 2024 00:39:00 GMT-0300 (Horário Padrão de Brasília),660715136,-10637568,3860287488
Fri May 10 2024 00:40:00 GMT-0300 (Horário Padrão de Brasília),660010624,-12509440,4785360896
Fri May 10 2024 00:41:00 GMT-0300 (Horário Padrão de Brasília),642422400,-11346176,5797961728
Fri May 10 2024 00:42:00 GMT-0300 (Horário Padrão de Brasília),644818560,-11206912,5664137216
Fri May 10 2024 00:43:00 GMT-0300 (Horário Padrão de Brasília),645101184,-12407040,5043159040
Fri May 10 2024 00:44:00 GMT-0300 (Horário Padrão de Brasília),637560448,-14053632,5279121408
Fri May 10 2024 00:45:00 GMT-0300 (Horário Padrão de Brasília),645047936,-12960000,5813100544
Fri May 10 2024 00:46:00 GMT-0300 (Horário Padrão de Brasília),654165632,-11108608,4970094592
Fri May 10 2024 00:47:00 GMT-0300 (Horário Padrão de Brasília),643724928,-11264256,4080762880
Fri May 10 2024 00:48:00 GMT-0300 (Horário Padrão de Brasília),644687488,-11346176,1611608064
Fri May 10 2024 00:49:00 GMT-0300 (Horário Padrão de Brasília),603969152,-10309888,909312
Fri May 10 2024 00:50:00 GMT-0300 (Horário Padrão de Brasília),612419200,-12706048,-351952896
Fri May 10 2024 00:51:00 GMT-0300 (Horário Padrão de Brasília),617985664,-12816640,-1772167168
Fri May 10 2024 00:52:00 GMT-0300 (Horário Padrão de Brasília),609121920,-12423424,-1901260800
Fri May 10 2024 00:53:00 GMT-0300 (Horário Padrão de Brasília),600487552,-12353792,-2560671744
Fri May 10 2024 00:54:00 GMT-0300 (Horário Padrão de Brasília),635319936,-13971712,-2405371904
Fri May 10 2024 00:55:00 GMT-0300 (Horário Padrão de Brasília),605574784,-13840640,-1881255936
Fri May 10 2024 00:56:00 GMT-0300 (Horário Padrão de Brasília),641701504,-15008000,4480016384
Fri May 10 2024 00:57:00 GMT-0300 (Horário Padrão de Brasília),639465088,-14622976,4962619392
Fri May 10 2024 00:58:00 GMT-0300 (Horário Padrão de Brasília),642221696,-13566208,4126588928
Fri May 10 2024 00:59:00 GMT-0300 (Horário Padrão de Brasília),644281984,-13250816,1002049536
Fri May 10 2024 01:00:00 GMT-0300 (Horário Padrão de Brasília),630965888,-12787968,3116957696
Fri May 10 2024 01:01:00 GMT-0300 (Horário Padrão de Brasília),632931968,-12988672,-463835136
Fri May 10 2024 01:02:00 GMT-0300 (Horário Padrão de Brasília),642156160,-14078208,671387648
Fri May 10 2024 01:03:00 GMT-0300 (Horário Padrão de Brasília),639022720,-13238528,807510016
Fri May 10 2024 01:04:00 GMT-0300 (Horário Padrão de Brasília),637347456,-13963520,3479842816
Fri May 10 2024 01:05:00 GMT-0300 (Horário Padrão de Brasília),622372480,-14340352,-761118720
Fri May 10 2024 01:06:00 GMT-0300 (Horário Padrão de Brasília),630290048,-15544576,1665486848
Fri May 10 2024 01:07:00 GMT-0300 (Horário Padrão de Brasília),627988096,-16679168,1861967872
Fri May 10 2024 01:08:00 GMT-0300 (Horário Padrão de Brasília),626476672,-17539328,-407965696
Fri May 10 2024 01:09:00 GMT-0300 (Horário Padrão de Brasília),623265408,-16994560,-472195072
Fri May 10 2024 01:10:00 GMT-0300 (Horário Padrão de Brasília),623527552,-15663360,9543680
Fri May 10 2024 01:11:00 GMT-0300 (Horário Padrão de Brasília),629356160,-15012096,481193984
Fri May 10 2024 01:12:00 GMT-0300 (Horário Padrão de Brasília),634349184,-14192896,-1072541696
Fri May 10 2024 01:13:00 GMT-0300 (Horário Padrão de Brasília),633128576,-11403520,-1101488128
Fri May 10 2024 01:14:00 GMT-0300 (Horário Padrão de Brasília),632125056,-12804352,-1101213696
Fri May 10 2024 01:15:00 GMT-0300 (Horário Padrão de Brasília),632260224,-12988672,-1100926976
Fri May 10 2024 01:16:00 GMT-0300 (Horário Padrão de Brasília),628422272,-14336256,-959438848
Fri May 10 2024 01:17:00 GMT-0300 (Horário Padrão de Brasília),634664576,-15003904,-959700992
Fri May 10 2024 01:18:00 GMT-0300 (Horário Padrão de Brasília),632632960,-14835968,-937013248
Fri May 10 2024 01:19:00 GMT-0300 (Horário Padrão de Brasília),633333376,-14020864,-938303488
Fri May 10 2024 01:20:00 GMT-0300 (Horário Padrão de Brasília),635471488,-14446848,-941420544
Fri May 10 2024 01:21:00 GMT-0300 (Horário Padrão de Brasília),637941376,-14151936,-941678592
